id,name,price,picture,details,manufacturer,item_code,color,material
888,Browne s Blechum,65.69,https://robohash.org/eaqueautillo.png?size=50x50&set=set1,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,Sodium Chloride,0338-6304,Yellow,Acanthaceae
889,Lecythis,24.5,https://robohash.org/recusandaesuscipitex.bmp?size=50x50&set=set1,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,ibuprofen,41250-521,Mauv,Lecythidaceae
890,Evans  Felt Lichen,97.24,https://robohash.org/idoccaecatiet.bmp?size=50x50&set=set1,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,Ibuprofen,76237-187,Turquoise,Peltigeraceae
891,Marsh Sandwort,12.77,https://robohash.org/illumestqui.png?size=50x50&set=set1,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,Ramipril,65862-476,Aquamarine,Caryophyllaceae
892,Needlegrass,96.68,https://robohash.org/reprehenderitquiaet.jpg?size=50x50&set=set1,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,Epinephrine,76329-3316,Khaki,Poaceae
893,Guinea Guava,52.43,https://robohash.org/sedsitet.jpg?size=50x50&set=set1,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,Cerebellum Thalamus B,48951-3053,Khaki,Myrtaceae
894,Seven River Hills Buckwheat,86.99,https://robohash.org/animisintsunt.png?size=50x50&set=set1,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,AZITHROMYCIN,52125-844,Fuscia,Polygonaceae
895,Palmer s Rabbitbrush,28.13,https://robohash.org/sedquamaut.jpg?size=50x50&set=set1,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,Night Time Cherry,63941-213,Pink,Asteraceae
896,Shrubby Milkwort,51.15,https://robohash.org/veniamquiconsequatur.jpg?size=50x50&set=set1,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,Restful Legs,54973-3162,Purple,Polygalaceae
897,Broadleaf Lupine,53.56,https://robohash.org/optiorerumconsequatur.bmp?size=50x50&set=set1,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,Bambusa Formica,48951-2010,Violet,Fabaceae
898,Texan Horsenettle,47.62,https://robohash.org/doloresiustoet.bmp?size=50x50&set=set1,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,Diltiazem Hydrochloride,68682-706,Pink,Solanaceae
899,Dicranum Moss,12.26,https://robohash.org/doloremquevelillum.png?size=50x50&set=set1,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,Monistat 3 Combination Pack,54868-4238,Yellow,Dicranaceae
900,Brotherella Moss,18.83,https://robohash.org/eaquerepudiandaequi.jpg?size=50x50&set=set1,tellus in sagittis dui vel nisl duis ac nibh fusce,AcneFree,0187-5011,Teal,Sematophyllaceae
901,St. John s Bread,12.0,https://robohash.org/nonaperiamprovident.png?size=50x50&set=set1,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,Milk of Magnesia Original,68016-078,Yellow,Fabaceae
902,Undergreen Willow,78.28,https://robohash.org/eosarchitectodelectus.jpg?size=50x50&set=set1,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,CAREONE,41520-016,Green,Salicaceae
903,Eastern Rough Sedge,3.37,https://robohash.org/voluptatemoccaecatiquo.bmp?size=50x50&set=set1,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,OXYGEN,61680-0622,Violet,Cyperaceae
904,Beechfern,39.98,https://robohash.org/doloresquibusdamea.bmp?size=50x50&set=set1,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,Fentanyl,0245-0423,Violet,Thelypteridaceae
905,Caribbean Myrtlecroton,25.7,https://robohash.org/quidemaccusantiumnihil.jpg?size=50x50&set=set1,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,Mucinex for Kids,63824-253,Violet,Euphorbiaceae
906,Largeflower Hawksbeard,77.99,https://robohash.org/liberovitaefugit.jpg?size=50x50&set=set1,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,Antibacterial Liquid Hand,11344-541,Yellow,Asteraceae
907,Mat Milkvetch,5.28,https://robohash.org/impeditprovidentofficia.png?size=50x50&set=set1,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,Fragaria Vitis Liver Support,48951-4092,Teal,Fabaceae
908,Screwstem,66.14,https://robohash.org/incidunteaquod.bmp?size=50x50&set=set1,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,Clonidine Hydrochloride,10370-302,Crimson,Gentianaceae
909,Higuillo De Limon,80.05,https://robohash.org/nullapossimusqui.jpg?size=50x50&set=set1,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,CLE DE PEAU BEAUTE,52685-305,Yellow,Piperaceae
910,Hammock Viper s-tail,31.22,https://robohash.org/quiautcumque.png?size=50x50&set=set1,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,CANCIDAS,0006-3822,Violet,Apocynaceae
911,Escabon,31.57,https://robohash.org/voluptatemautnon.png?size=50x50&set=set1,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,original,56062-304,Teal,Fabaceae
912,Runyon s Sunflower,34.49,https://robohash.org/utinventorevel.jpg?size=50x50&set=set1,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,Midazolam Hydrochloride,0409-2308,Violet,Asteraceae
913,Parasitic Dactylospora Lichen,72.51,https://robohash.org/dolorumlaboreaut.png?size=50x50&set=set1,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,cough relief,0363-0588,Maroon,Dactylosporaceae
914,White Screwstem,98.89,https://robohash.org/temporeetanimi.png?size=50x50&set=set1,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,Wingscale,36987-3444,Teal,Gentianaceae
915,Porpidia Lichen,16.13,https://robohash.org/solutaanimirerum.jpg?size=50x50&set=set1,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,Oxygen,50558-001,Mauv,Porpidiaceae
916,Elliptic Cockspur Grass,23.22,https://robohash.org/repellendusvoluptateneque.png?size=50x50&set=set1,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,Nail Active Daytime Anti-fungal,59002-112,Purple,Poaceae
917,Red Moneywort,15.48,https://robohash.org/commodiomnisfugit.jpg?size=50x50&set=set1,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,Fosinopril Sodium and Hydrochlorothiazide,63304-404,Crimson,Fabaceae
918,White Prairie Clover,82.29,https://robohash.org/quiaeaquesed.jpg?size=50x50&set=set1,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,BOBBI BROWN LIP BALM BROAD SPECTRUM SPF 15,64141-019,Turquoise,Fabaceae
919,Fir Clubmoss,73.16,https://robohash.org/errornonvoluptatem.jpg?size=50x50&set=set1,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,simvastatin,53808-1049,Yellow,Lycopodiaceae
920,Obovate Beakgrain,18.79,https://robohash.org/adestdolores.png?size=50x50&set=set1,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,Standardized Mite Dermatophagoides pteronyssinus,36987-1845,Turquoise,Poaceae
921,Showy Rattlebox,83.76,https://robohash.org/suscipitfuganam.bmp?size=50x50&set=set1,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,ROSACEA FREE,52810-602,Khaki,Fabaceae
922,Adobe Hills Beardtongue,33.42,https://robohash.org/maioressequiatque.jpg?size=50x50&set=set1,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,Ketorolac Tromethamine,49999-130,Puce,Scrophulariaceae
923,Hairy Skullcap,83.21,https://robohash.org/quibusdamvitaeeos.jpg?size=50x50&set=set1,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,Cardioforce,43857-0258,Teal,Lamiaceae
924,English Bluebell,87.99,https://robohash.org/eaquierror.bmp?size=50x50&set=set1,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,Promethazine Hydrochloride,65162-745,Fuscia,Liliaceae
925,Herzogiella Moss,57.14,https://robohash.org/illovelitconsequatur.png?size=50x50&set=set1,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,Morphine Sulfate,68084-157,Turquoise,Hypnaceae
926,Jerusalem Thorn,18.41,https://robohash.org/quieasimilique.bmp?size=50x50&set=set1,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,ADSOL Red Cell Preservation Solution System in Plastic Container (PL 146 Plastic),0942-6475,Puce,Fabaceae
927,Spiked False Mannagrass,4.18,https://robohash.org/quiducimusconsectetur.jpg?size=50x50&set=set1,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,Furosemide,0409-1639,Blue,Poaceae
928,Spiked Crinkleawn,84.53,https://robohash.org/voluptatumatodit.png?size=50x50&set=set1,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,TRANZGEL,35356-569,Blue,Poaceae
929,Onehead Brittlebush,15.25,https://robohash.org/abrerumnisi.png?size=50x50&set=set1,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,Lubriderm Intense Skin Repair,58232-0749,Maroon,Asteraceae
930,African Caper,43.0,https://robohash.org/temporibustemporeipsum.png?size=50x50&set=set1,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,Treatment Set TS332487,49288-0744,Blue,Capparaceae
931,Makino Bamboo,6.6,https://robohash.org/odiovoluptasipsam.bmp?size=50x50&set=set1,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,pioglitazone hydrochloride,51991-709,Pink,Poaceae
932,Palo Colorado,20.41,https://robohash.org/doloreenimquisquam.bmp?size=50x50&set=set1,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,Prednisone,63739-588,Fuscia,Theaceae
933,Wax Mallow,25.01,https://robohash.org/nisimollitiavelit.bmp?size=50x50&set=set1,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,Perfect Calming Toner,59535-8801,Red,Malvaceae
934,Rocklady,65.88,https://robohash.org/cupiditatererumeos.bmp?size=50x50&set=set1,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,Menstrual Pain Relief,55910-369,Turquoise,Scrophulariaceae
935,Peak Saxifrage,40.06,https://robohash.org/quiquaeratveritatis.jpg?size=50x50&set=set1,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,Nivea A Kiss of Cherry Fruity Lip Care,10356-835,Red,Saxifragaceae
936,Desertpeony,61.45,https://robohash.org/asperioresenimconsectetur.png?size=50x50&set=set1,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,Losartan potassium and hydrochlorothiazide,0781-5204,Blue,Asteraceae
937,Professor s Fleabane,76.55,https://robohash.org/esttemporibusest.bmp?size=50x50&set=set1,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,Dewberry Burst Antibacterial Foaming Hand Wash,43269-763,Orange,Asteraceae
938,Whiteflower Rein Orchid,97.67,https://robohash.org/consequaturrerumtemporibus.jpg?size=50x50&set=set1,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Oxygen,68470-1001,Maroon,Orchidaceae
939,Orange Lichen,83.23,https://robohash.org/sintperferendisculpa.jpg?size=50x50&set=set1,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,Ranitidine,55289-319,Orange,Teloschistaceae
940,Rinodina Lichen,26.51,https://robohash.org/remisteut.png?size=50x50&set=set1,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,Energy Catalyst,43742-0096,Crimson,Physciaceae
941,Threetooth Horkelia,62.37,https://robohash.org/quialaboruminventore.bmp?size=50x50&set=set1,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,Androgel,0051-8462,Pink,Rosaceae
942,Winged Panicgrass,98.68,https://robohash.org/sedetet.png?size=50x50&set=set1,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,Desquam-X,10631-284,Fuscia,Poaceae
943,Bluejoint,79.44,https://robohash.org/repudiandaesimiliquevero.jpg?size=50x50&set=set1,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,Colgate Anticavity Kit,56153-001,Turquoise,Poaceae
944,Marble Mountain Catchfly,48.33,https://robohash.org/aliquamquisquamcorrupti.bmp?size=50x50&set=set1,a pede posuere nonummy integer non velit donec diam neque vestibulum eget,Healthy Accents Anti Itch,55316-622,Turquoise,Caryophyllaceae
945,Lemmon s Poppy,86.42,https://robohash.org/accusantiumreprehenderitdeserunt.jpg?size=50x50&set=set1,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,LAMICTAL,0173-0643,Goldenrod,Papaveraceae
946,Sweetberry Honeysuckle,5.83,https://robohash.org/dolorealiquamat.png?size=50x50&set=set1,nunc purus phasellus in felis donec semper sapien a libero nam,Anti-Bacterial Hand,62670-4800,Violet,Caprifoliaceae
947,Blue Orchid,13.46,https://robohash.org/excepturiassumendadeleniti.jpg?size=50x50&set=set1,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,Amoxicillin,67296-0023,Puce,Orchidaceae
948,Widefruit Sedge,43.19,https://robohash.org/eaqueutnon.bmp?size=50x50&set=set1,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,Mirtazapine,65862-022,Red,Cyperaceae
949,Oregon Buttercup,23.7,https://robohash.org/etutrepellat.bmp?size=50x50&set=set1,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,Flu and Severe Cold and Cough,55312-096,Purple,Ranunculaceae
950,Whorled Plectranthus,15.6,https://robohash.org/autvoluptatumquaerat.jpg?size=50x50&set=set1,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,smart sense acid reducer,49738-950,Red,Lamiaceae
951,Pineland Nerveray,68.7,https://robohash.org/odioquiavoluptatum.bmp?size=50x50&set=set1,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,PRAMIPEXOLE DIHYDROCHLORIDE,68084-793,Mauv,Asteraceae
952,St. Catherine s Lace,38.53,https://robohash.org/quidebitissint.bmp?size=50x50&set=set1,sagittis sapien cum sociis natoque penatibus et magnis dis parturient,Biaxin,0074-3165,Crimson,Polygonaceae
953,Bristly Mousetail,23.57,https://robohash.org/sequiquibusdamut.png?size=50x50&set=set1,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,Divalproex Sodium,64725-0797,Aquamarine,Ranunculaceae
954,Disc Lichen,1.52,https://robohash.org/optioaspernaturvoluptate.png?size=50x50&set=set1,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Olanzapine,0904-6376,Maroon,Physciaceae
955,Northern Green Orchid,55.8,https://robohash.org/laborumquaeratnecessitatibus.jpg?size=50x50&set=set1,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,Parsnip,36987-1613,Goldenrod,Orchidaceae
956,Intermountain Indian Breadroot,95.51,https://robohash.org/accusamuscumquequod.jpg?size=50x50&set=set1,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,Synalar TS,43538-921,Teal,Fabaceae
957,Steven s Sedge,24.36,https://robohash.org/quivoluptatibusnemo.bmp?size=50x50&set=set1,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,AMITRIPTYLINE HYDROCHLORIDE,16590-013,Indigo,Cyperaceae
958,Hoffmann s Nightshade,24.84,https://robohash.org/suntdebitisdistinctio.jpg?size=50x50&set=set1,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,good neighbor pharmacy pain relief,24385-403,Violet,Solanaceae
959,Purple Sage,69.42,https://robohash.org/consequaturremquis.png?size=50x50&set=set1,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,Diphenhydramine Hydrochloride,52125-636,Orange,Lamiaceae
960,Yellow Bleeding Heart,26.06,https://robohash.org/aliquamquiut.bmp?size=50x50&set=set1,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,Levetiracetam,27808-023,Blue,Fumariaceae
961,Rosy Bird s-foot Trefoil,14.71,https://robohash.org/quisquameaquenon.jpg?size=50x50&set=set1,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,LBEL,14783-059,Pink,Fabaceae
962,Longstock Water-starwort,89.18,https://robohash.org/teneturestid.jpg?size=50x50&set=set1,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,Methimazole,42808-410,Teal,Callitrichaceae
